ticker
VALE3
PETR3
ITUB3
ABEV3
BBDC3
WEGE3
SANB3
B3SA3
BBAS3
BPAC11
ITSA3
VIVT4
SUZB3
NTCO3
JBSS3
ELET3
HAPV3
BBSE3
RENT3
BTOW3
LAME3
MGLU3
RADL3
GNDI3
CRFB3
GGBR3
TIMP3
EGIE3
CPFE3
LREN3
SBSP3
RAIL3
CSNA3
AZUL4
KLBN3
CSAN3
DASA3
CGAS3
CCRO3
BRDT3
VVAR3
REDE3
ALPA3
NEOE3
EQTL3
LTEL3B
UGPA3
HYPE3
TIET11
ENGI11
GMAT3
CEEB3
BRKM3
PCAR3
ENEV3
SULA11
TRPL4
CMIG3
CPLE3
BRAP3
TOTS3
CEGR3
MRSA3B
PSSA3
USIM3
BRFS3
DTEX3
LCAM3
BIDI3
MDIA3
MULT3
ENBR3
WHRL3
GOAU3
CESP3
MRFG3
ELPL3
TAEE3
CPRE3
CASN3
OIBR3
CIEL3
CYRE3
QUAL3
BPAN4
FLRY3
LWSA3
ENMA3B
MRVE3
COGN3
EZTC3
IRBR3
RLOG3
SMTO3
ALUP3
GRND3
SAPR3
BRML3
YDUQ3
GUAR3
LINX3
ODPV3
PETZ3
ENMT4
EQPA3
BOAS3
JSLG3
SEDU3
ALSO3
BRSR3
BSLI3
LIGT3
TCSA3
OMGE3
ECOR3
ARZZ3
CSMG3
MOVI3
BNBR3
IGTA3
VIVA3
SLCE3
BEEF3
CNTO3
SOMA3
PRIO3
HBSA3
EMBR3
CAML3
GOLL4
BRPR3
BSEV3
COCE3
EKTR3
JHSF3
GEPA4
TELB3
RAPT3
EEEL3
CEAB3
PGMN3
QVQP3B
LOGG3
UNIP6
CURY3
ANIM3
CBEE3
WSON33
CSRN3
PARD3
TEND3
AMBP3
PNVL4
TUPY3
BMGB4
ABCB4
STBP3
HGTX3
MOAR3
ENAT3
POMO4
LEVE3
CEBR3
EVEN3
BKBR3
CCPR3
GPAR3
CVCB3
SCAR3
MYPK3
CLSC3
TRIS3
ALPK3
FESA3
JPSA3
SMLS3
PLPL3
BRGE11
BPAR3
DIRR3
SEER3
ANDG3B
SEQL3
BEES3
VULC3
AMAR3
CEPE3
LAVV3
BPAT33
OFSA3
SQIA3
WIZS3
MELK3
TGMA3
MTRE3
AGRO3
LOGN3
FRAS3
MILS3
EMAE4
MSRO3
HBOR3
EUCA3
AALR3
BAZA3
GBIO33
SHUL4
BIOM3
KEPL3
BRIV3
BMEB3
PTBL3
CNSY3
PINE4
ELEK3
MDNE3
DOHL4
RANI4
PEAB3
ROMI3
CEED3
LPSB3
CGRA3
CRPG6
CMSA3
TASA3
WLMM3
PFRM3
GPCP3
CRIV3
AFLT3
POSI3
MEAL3
CARD3
BGIP3
VLID3
NAFG3
DMVF3
CREM3
GFSA3
JFEN3
PATI3
ITEC3
RDNI3
PMAM3
JOPA3
TESA3
NEMO3
PRNR3
APER3
MSPA3
PDTC3
DMMO3
SGPS3
ETER3
MERC3
LLIS3
UCAS3
FRIO3
CTSA3
CTNM4
CSAB3
TPIS3
BOBR3
PTNT4
AHEB3
BAUH4
CAMB3
BAHI3
IDVL3
VSPT3
LUXM3
EALT3
SNSY3
RPMG3
SOND3
BBML3
SHOW3
RNEW3
BTTL3
ECPR4
RCSL3
MTSA4
HBTS5
FHER3
BMKS3
VIVR3
TXRX3
BMIN3
ATMP3
BALM4
CEDO3
GSHP3
RSID3
ODER4
TECN3
CTKA3
MMXM3
TOYB3
BPHA3
ATOM3
IGBR3
MNDL3
PLAS3
BBRK3
OGXP3
CRDE3
TKNO3
RSUL3
DTCY3
LUPA3
MAPT3
NORD3
MNPR3
INEP3
MWET3
OSXB3
AZEV3
PPLA11
ADHM3
APTI3
NUTR3
PDGR3
HAGA3
BDLL4
SLED3
CALI3
HOOT3
MGEL3
ESTR3
PPAR3
CATA3
TCNO3
FRTA3
JBDU3
TEKA3
MTIG3
SPRT3B
HETA3
CCXC3
CORR3
FBMC3
NISS3
WNBR3
PCBU3
BRQB3
IGSN3
FNCN3
QUSW3
STTR3
ENJU3
TFCO4
INNT3
CONX3
STKF3
FTRT3B
ELFA3
AVLL3
HVAN3
PTCA3
NRTQ3
CTCA3
FIGE3
CFLP3
AERI3
BFRE11
MMAQ3
